latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 0; normal; 192; bt4; 0; 1346; 129; 127,3; 3,9; 4:46

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 0; normal; 192; bt4; 512; 1346; 129; 127,3; 4,0; 4:41

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 0; normal; 192; bt4; 1024; 1346; 129; 127,2; 4,0; 4:42

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 0; normal; 273; bt4; 0; 1346; 129; 127,4; 3,4; 5:29

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 0; normal; 273; bt4; 512; 1346; 129; 127,3; 3,8; 4:58

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 0; normal; 273; bt4; 1024; 1346; 129; 127,3; 3,7; 5:01

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 1; normal; 192; bt4; 0; 1346; 129; 125,7; 4,1; 4:32

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 1; normal; 192; bt4; 512; 1346; 129; 125,7; 4,0; 4:40

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 1; normal; 192; bt4; 1024; 1346; 129; 125,7; 3,9; 4:44

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 1; normal; 273; bt4; 0; 1346; 129; 125,8; 3,9; 4:51

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 1; normal; 273; bt4; 512; 1346; 129; 125,8; 3,8; 4:54

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 1; normal; 273; bt4; 1024; 1346; 129; 125,7; 3,8; 4:58

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 2; normal; 192; bt4; 0; 1346; 129; 124,9; 4,0; 4:39

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 2; normal; 192; bt4; 512; 1346; 129; 124,9; 4,0; 4:42

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 2; normal; 192; bt4; 1024; 1346; 129; 125,0; 4,0; 4:44

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 2; normal; 273; bt4; 0; 1346; 129; 125,0; 3,9; 4:48

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 2; normal; 273; bt4; 512; 1346; 129; 125,0; 3,4; 5:32

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 2; normal; 273; bt4; 1024; 1346; 129; 124,9; 3,8; 4:56

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 3; normal; 192; bt4; 0; 1346; 129; 125,1; 4,1; 4:32

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 3; normal; 192; bt4; 512; 1346; 129; 125,1; 4,0; 4:40

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 3; normal; 192; bt4; 1024; 1346; 129; 125,1; 4,0; 4:43

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 3; normal; 273; bt4; 0; 1346; 129; 125,1; 3,9; 4:47

latest-trik-image-langs-trikboard.sdimg; 128; 0; 0; 3; normal; 273; bt4; 512; 1346; 129; 125,1; 3,8; 4:55

